"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Finland","FIN","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","10.94403","10.79509","10.24119","10.02139","9.83725","10.16115","10.13983","10.15157","10.17702","10.7855","11.28773","11.31262","10.67386","11.72201","10.98625","11.30404","11.7463","","","11.76006","12.17092","12.63445","12.68253","12.77597","12.77896","12.51861","12.56927","12.44935","12.39531","12.13969","12.27228","12.23755","","","",
"Fiji","FJI","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.87772","19.28934","20.48492","18.52476","19.95339","","22.04252","18.76223","19.33155","21.4214","16.73676","15.35247","","14.88946","","","",
"France","FRA","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","9.52143","9.91406","9.9033","9.82598","9.66678","9.51686","9.33713","9.27891","9.23959","9.27287","9.28674","9.73345","9.29543","10.11212","10.6036","10.84325","10.78366","","11.03207","11.05556","11.01171","10.82938","10.57065","11.05125","10.93664","10.58895","10.58792","10.67332","10.54874","10.39341","10.36709","10.15521","","","",
"Faeroe Islands","FRO","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.83989","10.01295","","","","","","","","","","","","","","",
"Gabon","GAB","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.92759","","","","","","7.05811","11.34816","17.70649","","","","","","","","","","","","","","",
"United Kingdom","GBR","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","12.89895","11.84817","11.69784","11.49215","10.74267","10.50335","10.85205","11.15403","11.45314","11.51594","11.28456","11.49539","","12.20996","12.22238","12.05707","","12.54703","12.12083","12.36396","13.45677","13.87306","13.90327","13.32611","13.60615","13.65203","13.40689","13.34202","13.01161","13.31671","","","","",
"Georgia","GEO","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.54072","12.36196","13.60351","12.49294","15.03676","11.18125","12.89539","9.48665","8.9376","8.99825","","9.26943","6.70776","","",
"Ghana","GHA","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","7.74814","13.83194","","","","17.1546","17.62","16.753","","","","","","","","","","","14.8927","","16.58644","","","22.37925","23.42996","24.16198","23.91199","23.60645","22.67599","21.24422","33.10421","","","",
"Guinea","GIN","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.89567","10.40019","11.28926","","","","","","14.65847","15.19597","10.31576","13.06432","11.62475","12.3133","10.94747","","","13.96843","13.5834","12.43832","14.25931","9.46061","","",
